ENROLLMENT;TUITION PAYMENT MARCH 2022;TUITION PAYMENT MARCH 2023;GENDER;TYPE OF EDUCATIONAL INSTITUTION;EDUCATIONAL INSTITUTION;INSTITUTION STATUS;DEPARTMENT;PROVINCE;DISTRICT;CLASSIFICATION;CAMPUS;FACULTY;PROGRAM/MAJOR;SHIFT/SCHEDULE;BENEFIT DISCOUNTS;STUDY MODE;AGE RANGE OF ENROLLED STUDENT;DISABILITY;NUMBER OF ENROLLED COURSES;AT-RISK COURSE
Reinscrito;1;1;M;COLEGIO;EVARISTE GALOIS;PRIVADA;ICA;ICA;LA TINGUINA;Carreras Pregrado;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA;NOCHE;SIN BENEFICIO;Presencial;2. 19-20;No;0;0
Reinscrito;0;0;M;;;;ICA;ICA;ICA;Carreras Pregrado 50-50;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MIXTO;SIN BENEFICIO;Presencial;2. 19-20;No;1;0
Reinscrito;1;1;M;;;;ICA;PISCO;PISCO;Carreras Pregrado 80-20;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL (80/20);MAÑANA;SIN BENEFICIO;Virtual;3. 21-23;No;1;1
Reinscrito;1;1;M;INSTITUTO;SENATI;PRIVADA;ICA;ICA;ICA;Carreras PPE;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERIA INDUSTRIAL;NOCHE;SIN BENEFICIO;Presencial;5. >=30;No;0;0
Reinscrito;1;1;M;;;;ICA;CHINCHA;PUEBLO NUEVO;Carreras Pregrado 50-50;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MAÑANA;SIN BENEFICIO;Virtual;2. 19-20;No;2;0
Reinscrito;1;1;M;;;;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Adm. Y Neg.;ADM. Y MARKETING;MAÑANA;SIN BENEFICIO;Virtual;3. 21-23;No;1;0
Reinscrito;1;1;F;;;;ICA;NAZCA;NAZCA;Carreras Pregrado 80-20;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA (80/20);NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;2;0
Reinscrito;1;1;M;COLEGIO;JOSE CARLOS MARIATEGUI;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA;NOCHE;SIN BENEFICIO;Presencial;2. 19-20;No;3;0
Reinscrito;1;1;M;COLEGIO;NUESTRA SEÑORA DEL CARMEN;PRIVADA;ICA;PISCO;PISCO;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL;MIXTO;SIN BENEFICIO;Virtual;3. 21-23;No;2;2
Reinscrito;1;1;M;COLEGIO;POW SANG;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MAÑANA;SIN BENEFICIO;Presencial;3. 21-23;No;2;0
Reinscrito;1;1;M;COLEGIO;AMISTAD PERUANO JAPONES;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Der. Cienc. Polit. Y RRII;DERECHO;MIXTO;SIN BENEFICIO;Virtual;3. 21-23;No;2;0
Reinscrito;1;1;F;;;;ICA;ICA;SANTIAGO;Carreras Pregrado 50-50;UTP Ica;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;NOCHE;SIN BENEFICIO;Virtual;3. 21-23;No;2;0
Reinscrito;1;1;F;;;;ICA;CHINCHA;CHINCHA ALTA;Carreras Pregrado 50-50;UTP Ica;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;NOCHE;SIN BENEFICIO;Presencial;2. 19-20;No;4;0
Reinscrito;1;1;F;COLEGIO;ALMIRANTE MIGUEL GRAU;ESTATAL;ICA;NAZCA;MARCONA;Carreras Pregrado;UTP Ica;Fac. Adm. Y Neg.;ADM. DE EMPRESAS;NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;1;0
Reinscrito;1;1;F;;;;ICA;ICA;ICA;Carreras Pregrado 50-50;UTP Ica;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;MIXTO;SIN BENEFICIO;Presencial;2. 19-20;No;1;0
Reinscrito;1;1;F;;CATALINA BUENDIA DE PECHO;;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;MAÑANA;SIN BENEFICIO;Virtual;2. 19-20;No;1;0
Reinscrito;1;1;M;;22716 CARLOS NORIEGA JIMENEZ;;ICA;PISCO;PARACAS;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MAÑANA;SIN BENEFICIO;Presencial;2. 19-20;No;1;0
Reinscrito;1;1;F;;;;ICA;ICA;ICA;Carreras Pregrado 50-50;UTP Ica;Fac. Der. Cienc. Polit. Y RRII;DERECHO (50/50);MIXTO;SIN BENEFICIO;Virtual;2. 19-20;No;3;0
Reinscrito;1;1;F;;EL REYNO DE LOS NIÑOS;;ICA;PISCO;PARACAS;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;1;0
Reinscrito;1;1;F;COLEGIO;40009 SAN MARTIN DE PORRES;ESTATAL;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA;NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;2;0
Reinscrito;1;1;F;;;;ICA;ICA;ICA;Carreras Pregrado 80-20;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA (80/20);NOCHE;SIN BENEFICIO;Virtual;3. 21-23;No;2;0
Reinscrito;1;1;M;;;;ICA;CHINCHA;CHINCHA ALTA;Carreras Pregrado 50-50;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERIA INDUSTRIAL (50/50);MAÑANA;SIN BENEFICIO;Virtual;3. 21-23;No;2;0
Reinscrito;1;1;M;;;;ICA;ICA;ICA;Carreras Pregrado 50-50;UTP Ica;Fac. Contabilidad;CONTABILIDAD FINANCIERA (50/50);MAÑANA;SIN BENEFICIO;Remoto;3. 21-23;No;1;0
Reinscrito;1;1;F;;;;ICA;ICA;PARCONA;Carreras Pregrado 50-50;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERIA INDUSTRIAL (50/50);NOCHE;SIN BENEFICIO;Virtual;3. 21-23;No;2;2
Reinscrito;1;1;M;COLEGIO;TEODOSIO E. FRANCO GARCIA;ESTATAL;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;MIXTO;SIN BENEFICIO;Presencial;4. 24-29;No;1;0
Reinscrito;1;1;M;;;;ICA;PISCO;HUANCANO;Carreras Pregrado 50-50;UTP Ica;Fac. Adm. Y Neg.;ADMINISTRACION DE NEGOCIOS (50/50);MIXTO;SIN BENEFICIO;Presencial;3. 21-23;No;2;0
Reinscrito;1;1;M;COLEGIO;JEAN PIAGET;PRIVADA;ICA;ICA;LA TINGUINA;Carreras Pregrado;UTP Ica;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA;NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;1;0
Reinscrito;1;1;M;;;;ICA;ICA;ICA;Carreras Pregrado 80-20;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA (80/20);NOCHE;SIN BENEFICIO;Remoto;2. 19-20;No;1;0
Reinscrito;1;1;M;;VENN EULER;;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA;MIXTO;SIN BENEFICIO;Presencial;3. 21-23;No;3;0
Reinscrito;1;1;M;;;;ICA;ICA;ICA;Carreras Pregrado 80-20;UTP Ica;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA (80/20);NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;1;0
Reinscrito;1;1;M;;;;ICA;PISCO;PISCO;Carreras Pregrado 50-50;UTP Ica;Fac. Der. Cienc. Polit. Y RRII;DERECHO (50/50);NOCHE;SIN BENEFICIO;Remoto;2. 19-20;No;2;0
Reinscrito;1;1;F;;;;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MAÑANA;SIN BENEFICIO;Presencial;2. 19-20;No;1;0
Reinscrito;1;1;F;;;;ICA;ICA;ICA;Carreras Pregrado 80-20;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA (80/20);MAÑANA;SIN BENEFICIO;Virtual;3. 21-23;No;2;0
Reinscrito;1;1;M;;22333 GENERAL JUAN JOSE SALAS;;ICA;ICA;SALAS;Carreras Pregrado;UTP Ica;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA;MIXTO;SIN BENEFICIO;Virtual;2. 19-20;No;1;0
Reinscrito;1;1;M;;;;ICA;ICA;SALAS;Carreras Pregrado 80-20;UTP Ica;Fac. Adm. Y Neg.;ADM. DE EMPRESAS (80/20);NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;2;0
Reinscrito;1;1;M;;;;ICA;NAZCA;NAZCA;Carreras Pregrado 80-20;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL (80/20);NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;1;0
Reinscrito;1;1;F;COLEGIO;SACOOLIVEROS-SANANDRESPIS;PRIVADA;ICA;PISCO;PISCO;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL;MAÑANA;SIN BENEFICIO;Virtual;2. 19-20;No;2;0
Reinscrito;1;1;M;COLEGIO;SEBASTIAN BARRANCA;ESTATAL;ICA;ICA;SANTIAGO;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL;MIXTO;SIN BENEFICIO;Virtual;2. 19-20;No;2;0
Reinscrito;1;1;M;COLEGIO;SAN LUIS GONZAGA;ESTATAL;ICA;ICA;PARCONA;Carreras Pregrado;UTP Ica;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA;MIXTO;SIN BENEFICIO;Presencial;2. 19-20;No;1;1
Reinscrito;1;1;F;COLEGIO;ALMIRANTE MIGUEL GRAU;ESTATAL;ICA;NAZCA;MARCONA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MIXTO;SIN BENEFICIO;Presencial;2. 19-20;No;1;0
Reinscrito;1;1;F;;FRAY RAMON ROJAS;;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA;NOCHE;SIN BENEFICIO;Presencial;2. 19-20;No;1;1
Reinscrito;1;1;M;;;;ICA;ICA;ICA;Carreras Pregrado 80-20;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL (80/20);NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;2;0
Reinscrito;1;1;F;;SHADDAI;;ICA;PISCO;PISCO;Carreras Pregrado;UTP Ica;Fac. Contabilidad;CONTABILIDAD;MAÑANA;SIN BENEFICIO;Virtual;2. 19-20;No;1;0
Reinscrito;1;1;F;;;;ICA;ICA;ICA;Carreras Pregrado 80-20;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL (80/20);MAÑANA;SIN BENEFICIO;Virtual;2. 19-20;No;2;0
Reinscrito;0;0;M;COLEGIO;SANTISIMO CRISTO MORENO;PRIVADA;ICA;CHINCHA;PUEBLO NUEVO;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;2;0
Reinscrito;1;1;M;;;;ICA;ICA;ICA;Carreras Pregrado 50-50;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MIXTO;SIN BENEFICIO;Presencial;3. 21-23;No;1;0
Reinscrito;1;1;F;COLEGIO;NUESTRA SEÑORA DE LAS MERCEDES;ESTATAL;ICA;ICA;SALAS;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL;MAÑANA;SIN BENEFICIO;Virtual;3. 21-23;No;1;0
Reinscrito;0;0;M;;;;ICA;ICA;ICA;Carreras Pregrado 50-50;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;NOCHE;SIN BENEFICIO;Presencial;4. 24-29;No;2;0
Reinscrito;1;1;M;;4002 SIMON RODRIGUEZ;;ICA;NAZCA;NAZCA;Carreras Pregrado;UTP Ica;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA;MIXTO;SIN BENEFICIO;Virtual;2. 19-20;No;1;0
Reinscrito;1;1;F;;;;ICA;ICA;SANTIAGO;Carreras Pregrado 50-50;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MIXTO;SIN BENEFICIO;Presencial;2. 19-20;No;1;1
Reinscrito;1;1;M;;;;ICA;ICA;ICA;Carreras Pregrado 80-20;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA (80/20);MIXTO;SIN BENEFICIO;Virtual;3. 21-23;No;2;0
Reinscrito;1;1;M;;;;ICA;ICA;ICA;Carreras Pregrado 50-50;UTP Ica;Fac. Adm. Y Neg.;ADMINISTRACION DE NEGOCIOS (50/50);NOCHE;SIN BENEFICIO;Presencial;2. 19-20;No;1;0
Reinscrito;1;1;F;COLEGIO;JOSE CARLOS MARIATEGUI;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;MIXTO;SIN BENEFICIO;Virtual;2. 19-20;No;1;0
Reinscrito;1;1;M;;;;ICA;NAZCA;MARCONA;Carreras Pregrado 80-20;UTP Ica;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA (80/20);MIXTO;SIN BENEFICIO;Virtual;2. 19-20;No;3;0
Reinscrito;1;1;F;COLEGIO;FERMIN TANGUIS;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MIXTO;SIN BENEFICIO;Presencial;2. 19-20;No;2;0
Reinscrito;1;1;M;COLEGIO;MANUEL PRADO;ESTATAL;ICA;ICA;PARCONA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;3;0
Reinscrito;1;1;F;COLEGIO;TALENTOS MAGISTER;PRIVADA;ICA;ICA;LA TINGUINA;Carreras Pregrado;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA;NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;1;0
Reinscrito;1;1;M;;;;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Contabilidad;CONTABILIDAD;MIXTO;SIN BENEFICIO;Presencial;2. 19-20;No;1;0
Reinscrito;1;1;F;COLEGIO;ALMIRANTE MIGUEL GRAU;ESTATAL;ICA;NAZCA;MARCONA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MAÑANA;SIN BENEFICIO;Presencial;2. 19-20;No;1;1
Reinscrito;1;1;F;;;;ICA;ICA;ICA;Carreras Pregrado 50-50;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERIA INDUSTRIAL (50/50);NOCHE;SIN BENEFICIO;Presencial;2. 19-20;No;3;3
Reinscrito;1;1;F;;;;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL;NOCHE;SIN BENEFICIO;Presencial;2. 19-20;No;2;0
Reinscrito;1;1;F;COLEGIO;ALBERT EINSTEIN;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA;NOCHE;SIN BENEFICIO;Presencial;2. 19-20;No;3;0
Reinscrito;1;1;M;;;;ICA;CHINCHA;CHINCHA ALTA;Carreras Pregrado 50-50;UTP Ica;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;MIXTO;SIN BENEFICIO;Presencial;5. >=30;No;1;0
Reinscrito;1;1;M;COLEGIO;JOSE DE LA TORRE UGARTE;ESTATAL;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MIXTO;SIN BENEFICIO;Presencial;2. 19-20;No;1;1
Reinscrito;1;1;M;COLEGIO;RAUL PORRAS BARRENECHEA;ESTATAL;ICA;PALPA;PALPA;Carreras Pregrado;UTP Ica;Fac. Adm. Y Neg.;ADM. DE EMPRESAS;NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;3;0
Reinscrito;1;1;M;;;;ICA;ICA;ICA;Carreras Pregrado 50-50;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MAÑANA;SIN BENEFICIO;Presencial;2. 19-20;No;4;0
Reinscrito;1;1;M;;SERVICIO EDUCATIVO EMPRESARIAL;;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA;MIXTO;SIN BENEFICIO;Presencial;3. 21-23;No;1;0
Reinscrito;1;1;F;COLEGIO;JOSE CARLOS MARIATEGUI;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA;MAÑANA;SIN BENEFICIO;Presencial;2. 19-20;No;1;0
Reinscrito;1;1;F;;;;ICA;ICA;ICA;Carreras Pregrado 50-50;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERIA INDUSTRIAL (50/50);MIXTO;SIN BENEFICIO;Virtual;2. 19-20;No;1;1
Reinscrito;1;1;F;;;;ICA;PISCO;SAN CLEMENTE;Carreras Pregrado 50-50;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERIA INDUSTRIAL (50/50);NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;3;0
Reinscrito;1;1;M;COLEGIO;SAN LUIS GONZAGA;ESTATAL;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MIXTO;SIN BENEFICIO;Virtual;3. 21-23;No;1;0
Reinscrito;0;0;M;;;;ICA;NAZCA;MARCONA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL;NOCHE;SIN BENEFICIO;Virtual;3. 21-23;No;1;1
Reinscrito;1;1;F;;;;ICA;ICA;ICA;Carreras Pregrado 80-20;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL (80/20);MAÑANA;SIN BENEFICIO;Remoto;3. 21-23;No;2;0
Reinscrito;1;1;M;COLEGIO;JOSEFINA MEJIA DE BOCANEGRA;ESTATAL;ICA;NAZCA;VISTA ALEGRE;Carreras Pregrado;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA;NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;2;0
Reinscrito;1;1;M;;;;ICA;ICA;ICA;Carreras Pregrado 50-50;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MIXTO;SIN BENEFICIO;Presencial;2. 19-20;No;3;0
Reinscrito;1;1;F;;;;ICA;ICA;ICA;Carreras Pregrado 50-50;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;2;0
Reinscrito;1;1;F;;;;ICA;ICA;ICA;Carreras Pregrado 80-20;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL (80/20);MAÑANA;SIN BENEFICIO;Remoto;3. 21-23;No;3;3
Reinscrito;1;1;M;;;;ICA;ICA;SUBTANJALLA;Carreras Pregrado 50-50;UTP Ica;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;MIXTO;SIN BENEFICIO;Virtual;2. 19-20;No;1;0
Reinscrito;1;1;F;;;;ICA;ICA;ICA;Carreras Pregrado 80-20;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL (80/20);MIXTO;SIN BENEFICIO;Virtual;2. 19-20;No;3;0
Reinscrito;1;1;F;;;;ICA;ICA;ICA;Carreras Pregrado 50-50;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERIA INDUSTRIAL (50/50);MIXTO;SIN BENEFICIO;Remoto;2. 19-20;No;1;0
Reinscrito;1;1;M;COLEGIO;JORGE CHAVEZ DARTNELL;PRIVADA;ICA;ICA;SUBTANJALLA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MIXTO;SIN BENEFICIO;Presencial;3. 21-23;No;2;0
Reinscrito;1;1;F;;;;ICA;NAZCA;NAZCA;Carreras Pregrado 50-50;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;2;0
Reinscrito;1;1;M;;;;ICA;ICA;ICA;Carreras Pregrado 80-20;UTP Ica;Fac. Adm. Y Neg.;ADM. DE EMPRESAS (80/20);NOCHE;SIN BENEFICIO;Virtual;3. 21-23;No;1;0
Reinscrito;1;1;F;COLEGIO;MARGARITA SANTA ANA DE BENAVID;ESTATAL;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;MAÑANA;SIN BENEFICIO;Presencial;3. 21-23;No;1;0
Reinscrito;1;1;M;COLEGIO;REYNA DE LA PAZ;PRIVADA;ICA;PISCO;PISCO;Carreras Pregrado 80-20;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL (80/20);NOCHE;SIN BENEFICIO;Presencial;2. 19-20;No;0;0
Reinscrito;1;1;M;;;;ICA;ICA;ICA;Carreras Pregrado 50-50;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERIA INDUSTRIAL (50/50);MIXTO;SIN BENEFICIO;Virtual;3. 21-23;No;2;0
Reinscrito;1;1;F;;;;ICA;ICA;ICA;Carreras Pregrado 50-50;UTP Ica;Fac. Hum y CC Soc;PSICOLOGÍA (50/50);MIXTO;SIN BENEFICIO;Presencial;2. 19-20;No;3;0
Reinscrito;1;1;M;COLEGIO;JOSE DE SAN MARTIN;PRIVADA;ICA;PISCO;PISCO;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MIXTO;SIN BENEFICIO;Presencial;2. 19-20;No;3;0
Reinscrito;1;1;M;COLEGIO;SAN VICENTE DE PAUL;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MIXTO;SIN BENEFICIO;Virtual;2. 19-20;No;1;0
Reinscrito;1;1;M;;;;ICA;ICA;SUBTANJALLA;Carreras Pregrado 80-20;UTP Ica;Fac. Contabilidad;CONTABILIDAD (80/20);MIXTO;SIN BENEFICIO;Virtual;2. 19-20;No;3;0
Reinscrito;1;1;M;COLEGIO;ALEXANDER VON HUMBOLDT;PRIVADA;ICA;PISCO;SAN CLEMENTE;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MAÑANA;SIN BENEFICIO;Presencial;2. 19-20;No;3;0
Reinscrito;1;1;M;;22521 FRANCISCO FLORES CHINARR;;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Adm. Y Neg.;ADM. DE EMPRESAS;NOCHE;SIN BENEFICIO;Virtual;3. 21-23;No;1;0
Reinscrito;1;1;M;COLEGIO;SAN LUIS GONZAGA;ESTATAL;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA;NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;1;0
Reinscrito;1;1;F;COLEGIO;PERUANO CHINO;PRIVADA;ICA;NAZCA;NAZCA;Carreras Pregrado;UTP Ica;Fac. Contabilidad;CONTABILIDAD;NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;0;0
Reinscrito;1;1;M;;;;ICA;CHINCHA;SUNAMPE;Carreras Pregrado 80-20;UTP Ica;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA (80/20);MIXTO;SIN BENEFICIO;Virtual;2. 19-20;No;3;0
Reinscrito;1;1;F;COLEGIO;VIRGEN MARIA;PRIVADA;ICA;ICA;SAN JOSE DE LOS MOLINOS;Carreras Pregrado;UTP Ica;Fac. Adm. Y Neg.;ADM. Y MARKETING;NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;2;0
Reinscrito;1;1;1;;;;ICA;ICA;ICA;Carreras Pregrado 50-50;UTP Ica;Fac. Hum y CC Soc;PSICOLOGÍA (50/50);NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;1;0
Reinscrito;1;1;M;;;;ICA;ICA;SANTIAGO;Carreras Pregrado 80-20;UTP Ica;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA (80/20);MIXTO;SIN BENEFICIO;Virtual;2. 19-20;No;3;0
Reinscrito;1;1;M;COLEGIO;SANTISIMO CRISTO MORENO;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MIXTO;SIN BENEFICIO;Presencial;2. 19-20;No;1;1
Reinscrito;1;1;M;;;;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Der. Cienc. Polit. Y RRII;DERECHO;NOCHE;SIN BENEFICIO;Presencial;4. 24-29;No;3;0
Reinscrito;1;1;M;;;;ICA;PISCO;HUMAY;Carreras Pregrado 80-20;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL (80/20);MIXTO;SIN BENEFICIO;Virtual;2. 19-20;No;3;0
Reinscrito;1;1;F;;;;JUNIN;JAUJA;YAULI;Carreras Pregrado 80-20;UTP Ica;Fac. Der. Cienc. Polit. Y RRII;DERECHO (80/20);NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;3;0
Reinscrito;1;1;F;COLEGIO;NUESTRA SEÑORA DE LAS MERCEDES;ESTATAL;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA;MIXTO;SIN BENEFICIO;Presencial;2. 19-20;No;2;0
Reinscrito;1;1;F;;FRAY RAMON ROJAS;;ICA;ICA;SANTIAGO;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL;NOCHE;SIN BENEFICIO;Presencial;2. 19-20;No;0;0
Reinscrito;1;1;M;;;;ICA;CHINCHA;CHINCHA ALTA;Carreras Pregrado 80-20;UTP Ica;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA (80/20);NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;4;0
Reinscrito;1;1;M;COLEGIO;JOSE CARLOS MARIATEGUI;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;MIXTO;SIN BENEFICIO;Virtual;2. 19-20;No;1;0
